Id,mssubclass,mszoning,lotfrontage,lotarea,street,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremod/add,roofstyle,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtunfsf,totalbsmtsf,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,garagetype,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,screenporch,mosold,yrsold,saleprice
2927,20,RL,68.99824046920821,8885,Pave,IR1,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,3,4,239.0,864.0,3,1,SBrkr,902,0,0,902,1.0,0.0,1,0,2,1,3,5,Typ,0,Attchd,Unf,2.0,484.0,3,3,Y,164,0,0,0,6,2006,131000
1732,60,RL,62.0,8857,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,738.0,738.0,5,1,SBrkr,738,757,0,1495,0.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,RFn,2.0,440.0,3,3,Y,100,30,0,0,3,2007,171925
998,20,RL,53.0,14137,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,5,5,1996,1997,Gable,HdBoard,None,0.0,4,3,PConc,4,3,1,6,898.0,1348.0,4,1,SBrkr,1384,0,0,1384,1.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,Unf,2.0,404.0,3,3,Y,0,39,0,0,11,2008,177900
2203,70,RL,53.0,6720,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1921,1950,Gable,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,585.0,585.0,3,0,SBrkr,851,585,0,1436,0.0,0.0,1,0,3,1,3,7,Typ,1,Detchd,Unf,1.0,228.0,3,3,Y,184,0,0,0,4,2007,141500
356,60,RL,60.0,7500,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1998,1999,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,476.0,952.0,4,1,SBrkr,952,684,0,1636,1.0,0.0,2,1,3,1,3,7,Typ,1,Attchd,Fin,2.0,440.0,3,3,Y,0,84,0,0,10,2009,191000
2475,20,RL,63.0,13072,Pave,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,5,217.0,1158.0,5,1,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,4,5,Typ,0,Detchd,Unf,2.0,576.0,3,3,Y,0,50,0,0,5,2006,158000
2264,20,RL,67.0,10656,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,1638.0,1638.0,5,1,SBrkr,1646,0,0,1646,0.0,0.0,2,0,3,1,4,6,Typ,1,Attchd,RFn,3.0,870.0,3,3,Y,192,80,0,0,11,2007,248900
2201,50,RL,60.0,7200,Pave,Reg,Lvl,Corner,Gtl,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4,3,1,5,162.0,731.0,5,1,SBrkr,981,787,0,1768,1.0,0.0,1,1,3,1,4,7,Typ,2,Detchd,Unf,1.0,240.0,3,3,Y,0,0,264,0,6,2007,175000
2545,190,RL,80.0,8800,Pave,Reg,Lvl,Inside,Gtl,NAmes,RRAn,2fmCon,1Story,6,7,1965,2000,Hip,BrkFace,None,0.0,3,4,PConc,3,3,2,5,34.0,1187.0,5,1,SBrkr,1565,0,0,1565,1.0,0.0,2,0,3,1,4,7,Min1,2,Attchd,RFn,1.0,299.0,3,3,Y,200,25,211,0,6,2006,185900
2660,75,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,3,490.0,880.0,2,0,SBrkr,880,888,0,1768,0.0,0.0,1,1,2,1,3,6,Typ,2,Detchd,Unf,2.0,320.0,3,3,N,0,341,0,0,10,2006,163000
2882,190,C (all),50.0,9000,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,WdShing,None,0.0,2,2,CBlock,3,3,2,1,660.0,660.0,3,0,SBrkr,1060,336,0,1396,0.0,0.0,2,0,4,2,3,8,Min2,0,NA,NA,0.0,0.0,0,0,Y,0,0,0,0,10,2006,115000
1379,80,RL,80.0,13014,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,6,5,1978,1978,Gable,HdBoard,BrkFace,39.0,3,3,CBlock,3,3,3,5,480.0,1008.0,3,1,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,Typ,1,Attchd,Unf,2.0,484.0,3,3,Y,168,0,0,0,12,2008,157500
491,60,RL,68.99824046920821,15896,Pave,IR2,Lvl,CulDSac,Gtl,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,5,264.0,1177.0,5,1,SBrkr,1223,1089,0,2312,1.0,0.0,2,1,4,1,4,8,Typ,1,BuiltIn,Fin,3.0,658.0,3,3,Y,298,0,0,0,5,2009,245000
1002,120,RL,41.0,5395,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,None,0.0,4,3,PConc,4,3,1,6,604.0,1337.0,4,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,Typ,1,Attchd,RFn,2.0,462.0,3,3,Y,96,0,70,0,10,2008,180000
1848,160,FV,68.99824046920821,5105,Pave,IR2,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,None,0.0,4,3,PConc,4,3,1,6,312.0,551.0,5,1,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,4,4,Typ,0,Detchd,Unf,2.0,480.0,3,3,Y,0,60,0,0,3,2007,148800
908,30,RL,60.0,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,0.0,290.0,3,0,FuseF,438,0,0,438,0.0,0.0,1,0,1,1,2,3,Typ,0,Detchd,Unf,1.0,246.0,3,3,N,0,0,0,0,1,2009,60000
1490,85,RL,64.0,12102,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,HdBoard,BrkFace,222.0,3,3,CBlock,4,4,4,5,0.0,456.0,5,1,SBrkr,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,Typ,0,BuiltIn,RFn,2.0,504.0,2,3,Y,224,0,0,0,4,2008,165000
1465,60,RL,41.0,10905,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,1129.0,1129.0,5,1,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,Typ,1,BuiltIn,RFn,2.0,596.0,3,3,Y,0,57,0,0,8,2008,240000
1627,20,RL,68.99824046920821,9556,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1992,1993,Gable,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,1168.0,1168.0,4,1,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,RFn,2.0,420.0,3,3,Y,0,21,0,0,8,2007,160000
2849,190,RH,58.0,6430,Pave,Reg,Bnk,Corner,Gtl,SWISU,Feedr,2fmCon,1.5Fin,6,6,1945,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,0.0,780.0,3,0,FuseF,816,524,0,1340,1.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,Unf,1.0,440.0,3,3,Y,0,0,0,0,7,2006,128000
1501,90,RL,65.0,6040,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,5,1955,1955,Gable,AsbShng,None,0.0,3,3,PConc,0,0,0,0,0.0,0.0,3,0,FuseP,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,Typ,0,NA,NA,0.0,0.0,0,0,N,0,0,0,0,6,2008,82000
626,20,RL,80.0,14695,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,1966,2008,Gable,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,175.0,1562.0,4,1,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,Typ,2,Attchd,Unf,2.0,542.0,3,3,Y,0,110,0,342,7,2009,256000
722,70,RM,50.0,9000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2Story,7,9,1920,1988,Hip,VinylSd,None,0.0,3,4,PConc,3,3,1,5,26.0,650.0,5,1,SBrkr,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,Typ,0,Detchd,Unf,2.0,324.0,3,3,Y,0,0,0,0,7,2009,143000
2260,20,RL,67.0,8368,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,1689.0,1689.0,5,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,Fin,2.0,433.0,3,3,Y,100,39,0,0,4,2007,231713
1639,190,RL,195.0,41600,Pave,IR1,Lvl,FR2,Gtl,Gilbert,Norm,2fmCon,1Story,5,5,1969,1990,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,53.0,1100.0,3,1,SBrkr,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,Mod,0,2Types,Unf,3.0,828.0,3,3,N,144,0,0,0,11,2007,155000
1603,20,RL,59.0,6490,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,7,1983,1983,Gable,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,282.0,816.0,5,1,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,3,4,Typ,0,Attchd,Unf,1.0,264.0,3,3,Y,315,0,0,0,4,2008,128500
1520,30,RL,60.0,7290,Pave,Reg,Lvl,Corner,Gtl,SWISU,Norm,1Fam,1Story,7,8,1921,1950,Gable,WdShing,BrkFace,174.0,3,3,BrkTil,3,3,1,1,1228.0,1228.0,5,1,SBrkr,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,Typ,1,Attchd,Unf,1.0,312.0,3,3,Y,0,0,90,0,4,2008,168000
1665,60,RL,68.99824046920821,7472,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,7,9,1972,2004,Gable,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,99.0,725.0,4,1,SBrkr,725,754,0,1479,1.0,0.0,1,1,4,1,4,7,Typ,0,Attchd,Fin,2.0,484.0,3,3,Y,0,32,0,0,6,2007,184000
2635,190,RL,70.0,7000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,2fmCon,SFoyer,5,5,1962,1962,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,72.0,1025.0,3,1,SBrkr,1025,0,0,1025,1.0,0.0,1,0,3,1,3,6,Typ,0,NA,NA,0.0,0.0,0,0,Y,96,80,0,0,3,2006,124000
581,20,RL,68.99824046920821,11717,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,1Story,6,6,1970,1970,Hip,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,1442.0,1442.0,3,1,SBrkr,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,Typ,1,Attchd,RFn,2.0,615.0,3,3,Y,371,0,0,0,2,2009,185000
2435,60,RL,106.0,11194,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,1406.0,1406.0,5,1,SBrkr,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,RFn,2.0,504.0,3,3,Y,188,124,0,0,11,2006,230500
2799,60,RL,90.0,11250,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,BrkFace,227.0,3,3,PConc,4,3,2,5,258.0,1054.0,5,1,SBrkr,1070,869,0,1939,0.0,1.0,2,1,3,1,4,8,Typ,1,Attchd,RFn,3.0,555.0,3,3,Y,128,84,0,0,5,2006,227000
883,60,RL,64.0,8633,Pave,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,545.0,738.0,5,1,SBrkr,738,738,0,1476,1.0,0.0,2,1,3,1,4,7,Typ,0,Attchd,Fin,2.0,540.0,3,3,Y,100,35,0,0,2,2009,173500
2537,85,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,SFoyer,5,6,1968,1968,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,4,6,89.0,833.0,4,1,SBrkr,898,0,0,898,1.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,RFn,1.0,326.0,3,3,Y,143,0,0,0,8,2006,140000
774,85,RL,68.99824046920821,8014,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,Plywood,BrkFace,23.0,3,3,CBlock,4,3,4,6,0.0,456.0,3,1,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,Typ,1,Basment,Fin,2.0,504.0,3,3,Y,0,0,0,0,6,2009,149900
1447,20,RL,68.99824046920821,12250,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1978,1978,Gable,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,83.0,864.0,5,1,SBrkr,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,Unf,2.0,528.0,3,3,Y,211,0,280,0,5,2008,158000
104,160,FV,68.99824046920821,2403,Pave,IR1,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,286.0,530.0,5,1,SBrkr,530,550,0,1080,0.0,0.0,2,1,2,1,4,4,Typ,0,Attchd,RFn,2.0,496.0,3,3,Y,0,50,0,0,6,2010,147110
2694,50,RM,50.0,8600,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,780.0,780.0,3,1,SBrkr,780,596,0,1376,0.0,0.0,2,0,3,1,3,7,Typ,1,Detchd,Unf,1.0,198.0,3,3,N,0,0,0,0,6,2006,119500
920,50,RL,60.0,13680,Pave,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,112.0,840.0,5,1,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,3,6,Min2,2,Detchd,Unf,2.0,440.0,3,3,Y,0,21,150,0,2,2009,205000
1951,70,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,9,1895,1999,Gable,Wd Sdng,None,0.0,3,4,CBlock,4,3,3,1,736.0,736.0,5,1,SBrkr,751,783,0,1534,0.0,0.0,1,1,3,1,4,6,Typ,0,NA,NA,0.0,0.0,0,0,N,0,112,0,0,7,2007,148000
9,120,RL,39.0,5389,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,None,0.0,4,3,PConc,4,3,1,6,415.0,1595.0,5,1,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,4,5,Typ,1,Attchd,RFn,2.0,608.0,3,3,Y,237,152,0,0,3,2010,236500
2848,50,RL,60.0,10890,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,128.0,1058.0,3,1,SBrkr,1058,493,0,1551,1.0,0.0,2,0,3,1,2,6,Typ,0,Detchd,Unf,1.0,240.0,2,3,Y,0,0,0,0,7,2006,137000
614,20,RL,68.0,9768,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1955,1955,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,613.0,960.0,4,1,SBrkr,960,0,0,960,1.0,0.0,1,0,2,1,3,5,Typ,0,Attchd,RFn,1.0,330.0,3,3,Y,0,70,0,0,2,2009,122000
1736,20,RL,73.0,8993,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,1,1302.0,1302.0,5,1,SBrkr,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,Fin,2.0,436.0,3,3,Y,0,22,0,0,8,2007,176485
2686,30,RL,50.0,11672,Pave,IR2,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,816.0,816.0,3,1,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,3,4,Typ,0,Detchd,Unf,1.0,210.0,2,2,N,168,0,112,0,7,2006,109000
2257,120,RM,68.99824046920821,9763,Pave,IR1,Lvl,Inside,Gtl,GrnHill,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,328.0,1502.0,5,1,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,4,5,Typ,1,Attchd,Fin,1.0,286.0,3,3,Y,0,0,0,0,9,2007,330000
1284,20,RM,56.0,9836,Pave,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,5,2008,2008,Gable,VinylSd,None,0.0,3,3,PConc,3,3,1,6,96.0,192.0,4,0,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,3,7,Typ,0,Detchd,Unf,1.0,308.0,3,3,Y,0,175,0,0,12,2008,143000
1765,60,RL,89.0,10557,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,9,5,1998,1998,Gable,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,736.0,1408.0,5,1,SBrkr,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,Fin,3.0,806.0,3,3,Y,108,87,0,0,7,2007,410000
1811,60,RL,70.0,8462,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,114.0,928.0,5,1,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,4,7,Typ,0,Attchd,RFn,2.0,471.0,3,3,Y,300,87,0,0,7,2007,201000
2603,50,RL,60.0,10818,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,1077.0,1077.0,3,1,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,3,7,Typ,1,Detchd,Unf,2.0,648.0,2,3,Y,120,0,96,0,2,2006,80000
2220,70,RL,61.0,7259,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,104.0,1028.0,5,1,SBrkr,1436,884,0,2320,1.0,0.0,2,1,3,1,4,9,Typ,1,Detchd,Unf,1.0,180.0,3,3,Y,224,0,0,0,7,2007,259500
2273,60,RL,68.99824046920821,11800,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,356.0,1122.0,5,1,SBrkr,1146,1340,0,2486,1.0,0.0,3,1,5,1,4,10,Typ,1,BuiltIn,Fin,2.0,452.0,3,3,Y,143,32,0,0,7,2007,279900
163,20,RL,75.0,7500,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,0.0,1246.0,5,1,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,4,6,Typ,0,Attchd,RFn,1.0,305.0,3,3,Y,218,0,0,0,5,2010,154000
2116,50,RL,68.99824046920821,159000,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,BrkCmn,472.0,4,3,CBlock,4,3,4,3,747.0,1444.0,4,1,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,4,7,Typ,2,Attchd,Fin,2.0,389.0,3,3,Y,0,98,0,0,6,2007,277000
2734,50,RL,62.0,6488,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,BrkFace,None,0.0,3,3,BrkTil,3,3,1,2,569.0,799.0,5,0,FuseA,799,351,0,1150,0.0,0.0,1,0,3,1,3,6,Mod,2,BuiltIn,Unf,1.0,215.0,3,3,Y,264,0,0,0,3,2006,128000
426,20,RL,110.0,14230,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,1566.0,1566.0,5,1,SBrkr,1600,0,0,1600,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,RFn,3.0,890.0,3,3,Y,0,56,0,0,7,2009,256300
2216,50,RL,110.0,7810,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,AsbShng,None,0.0,3,4,BrkTil,3,4,1,6,741.0,930.0,5,1,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,4,7,Typ,1,Detchd,Unf,1.0,231.0,2,3,Y,0,40,0,0,11,2007,188000
2900,20,RL,85.0,14331,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,526.0,1800.0,5,1,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,Fin,3.0,765.0,3,3,Y,270,78,0,0,5,2006,312500
97,160,FV,30.0,3182,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,MetalSd,None,0.0,4,3,PConc,4,3,1,1,600.0,600.0,5,1,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,Typ,0,Detchd,RFn,2.0,480.0,3,3,Y,0,172,0,0,6,2010,151000
1680,160,RM,24.0,1920,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,1,5,294.0,765.0,5,1,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,3,6,Min1,0,Detchd,Unf,2.0,440.0,3,3,Y,240,36,0,0,8,2007,122500
1133,60,RL,68.0,10110,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,6,200.0,835.0,5,1,SBrkr,835,861,0,1696,1.0,0.0,2,1,3,1,4,7,Typ,0,Attchd,RFn,2.0,542.0,3,3,Y,143,66,0,0,7,2008,188000
2761,60,RL,91.0,10984,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,4,1,945.0,945.0,5,1,SBrkr,945,864,0,1809,0.0,0.0,2,1,3,1,4,8,Typ,0,Attchd,RFn,2.0,638.0,3,3,Y,144,54,0,0,5,2006,209700
1642,20,RL,85.0,14082,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,BrkFace,945.0,4,3,PConc,5,4,4,6,662.0,2220.0,5,1,SBrkr,2234,0,0,2234,1.0,0.0,1,1,1,1,4,7,Typ,1,Attchd,RFn,2.0,724.0,3,3,Y,390,80,0,0,1,2007,441929
1141,60,RL,50.0,8480,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,BrkFace,120.0,4,3,PConc,4,3,1,6,284.0,886.0,5,1,SBrkr,886,794,0,1680,0.0,1.0,2,1,3,1,4,7,Typ,0,Attchd,RFn,2.0,474.0,3,3,Y,144,96,0,0,10,2008,163000
2118,60,RL,68.99824046920821,12205,Pave,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,4,2,264.0,832.0,4,1,SBrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,4,9,Typ,0,Attchd,Fin,2.0,444.0,3,3,Y,133,168,0,0,7,2007,187500
870,20,RL,90.0,15750,Pave,Reg,Lvl,FR3,Gtl,CollgCr,Feedr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,BrkFace,260.0,4,3,PConc,4,3,4,6,216.0,1462.0,5,1,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,Typ,1,Attchd,Fin,2.0,521.0,3,3,Y,135,34,0,0,6,2009,220000
1875,20,RL,70.0,8050,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1967,1993,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,437.0,949.0,3,1,SBrkr,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,Typ,0,Attchd,RFn,1.0,308.0,3,3,Y,88,64,0,0,3,2007,127000
155,20,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1955,2007,Gable,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,5,1,SBrkr,827,0,0,827,0.0,0.0,1,0,2,1,3,5,Mod,1,Detchd,Unf,1.0,392.0,3,3,Y,0,0,0,0,4,2010,107500
1318,75,RM,35.0,6300,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,742.0,742.0,5,1,SBrkr,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,Typ,1,NA,NA,0.0,0.0,0,0,Y,0,291,134,0,6,2008,128000
